Product ID : 912 JPs covered : 91 : ERISA, 
OID,Confidence at Map Node,Error at Map Node
us_000554011,0.591584, 0.825968
us_000499962,0.591584, 0.825968
us_000562603,0.591584, 0.825968
us_000498663,0.591584, 0.825968
us_000562605,0.591584, 0.825968
us_000531484,0.591584, 0.825968
us_000614560,0.591584, 0.825968
us_000518140,0.591584, 0.826775
us_000489892,0.591584, 0.827631
us_000560858,0.591584, 0.828535
us_000610704,0.591584, 0.828879
us_000503346,0.591584, 0.833148
us_000576997,0.591584, 0.833148
us_000519528,0.591584, 0.833148
us_000601790,0.591584, 0.833148
us_000559523,0.591584, 0.833148
us_000528572,0.591584, 0.833148
us_000520094,0.591584, 0.833148
us_000517168,0.591584, 0.833148
us_000521066,0.591584, 0.833148
us_000521537,0.591584, 0.833148
us_000519470,0.591584, 0.833148
us_000575930,0.591584, 0.833148
us_000515162,0.591584, 0.833148
us_000536589,0.591584, 0.833148
us_000613688,0.591584, 0.833148
us_000614345,0.591584, 0.833503
us_000498590,0.591584, 0.834040
us_000498489,0.591584, 0.834815
us_000612357,0.591584, 0.835111
us_000588305,0.591584, 0.838846
us_000551616,0.591584, 0.838964
us_000520239,0.591584, 0.865579
us_000520716,0.591584, 0.916486
us_000559126,0.591584, 0.946280
us_000578543,0.591584, 1.028091
us_000573213,0.591584, 1.067154
us_000519787,0.591584, 1.193036
us_000585203,0.591584, 1.204921
us_000522805,0.591584, 1.243880
us_000603641,0.591584, 1.249013
us_000518173,0.591584, 1.956269
us_000521541,0.591584, 2.111723
pr_000815375,0.538530, 0.000000
us_000498262,0.538530, 0.000001
us_000259105,0.538530, 0.000001
us_000474263,0.538530, 0.000001
us_000458996,0.538530, 0.000001
us_000478674,0.538530, 0.000001
us_000550551,0.538530, 0.000001
us_000127683,0.538530, 0.000001
us_000458766,0.538530, 0.000001
us_000458557,0.538530, 0.000001
us_000477716,0.538530, 0.000001
us_000476950,0.538530, 0.000001
us_000488997,0.538530, 0.000001
us_000459719,0.538530, 0.000001
us_000459865,0.538530, 0.000001
us_000485510,0.538530, 0.000001
us_000051293,0.538530, 0.000001
us_000474761,0.538530, 0.000001
us_000458685,0.538530, 0.000001
us_000222681,0.538530, 0.000001
us_000472371,0.538530, 0.000001
us_000464555,0.538530, 0.000001
us_000563890,0.538530, 0.000001
us_000503609,0.538530, 0.000001
us_000500533,0.538530, 0.000001
us_000564950,0.538530, 0.000001
us_000483211,0.538530, 0.000001
us_000118389,0.538530, 0.000001
us_000493164,0.538530, 0.000001
us_000506662,0.538530, 0.000001
us_000506035,0.538530, 0.000002
pr_000762444,0.538530, 0.000003
pr_000765291,0.538530, 0.000006
us_000492365,0.538530, 0.000014
us_000481970,0.538530, 0.000014
us_000555788,0.538530, 0.000014
us_000564083,0.538530, 0.000014
us_000533126,0.538530, 0.000015
us_000613819,0.538530, 0.000027
us_000452165,0.538530, 0.000030
pr_001875570,0.538530, 0.000037
us_000550195,0.538530, 0.000038
us_000591898,0.538530, 0.000060
pr_000290742,0.538530, 0.000121
us_000480138,0.538530, 0.000397
pr_002081041,0.538530, 0.000433
us_000562944,0.538530, 0.001115
us_000471675,0.538530, 0.001117
us_000493938,0.538530, 0.001642
us_000230803,0.538530, 0.002455
us_000481214,0.538530, 0.002467
us_000589824,0.538530, 0.003105
us_000590075,0.538530, 0.006217
us_000591738,0.538530, 0.008062
us_000528381,0.538530, 0.008178
us_000564004,0.538530, 0.011864
us_000581121,0.538530, 0.016336
us_000518874,0.538530, 0.017066
us_000529065,0.538530, 0.017811
us_000529401,0.538530, 0.019960
us_000563683,0.538530, 0.022533
us_000530869,0.538530, 0.031560
us_000512515,0.538530, 0.076988
us_000504308,0.538530, 0.096200
us_000458943,0.538530, 8.278928
pr_000957355,0.518059, 0.000000
pr_000923741,0.518059, 0.000000
pr_000748374,0.518059, 0.000000
pr_000877501,0.518059, 0.000000
pr_001132430,0.518059, 0.000000
pr_000999325,0.518059, 0.000000
pr_000758461,0.518059, 0.000000
pr_001409947,0.518059, 0.000000
pr_000994641,0.518059, 0.000000
pr_000920552,0.518059, 0.000000
pr_000377025,0.518059, 0.000000
pr_001909248,0.518059, 0.000000
pr_000213405,0.518059, 0.000000
pr_000069777,0.518059, 0.000000
pr_000955807,0.518059, 0.000000
pr_000113443,0.518059, 0.000000
pr_000782585,0.518059, 0.000000
us_000600445,0.518059, 0.000001
us_000600259,0.518059, 0.000011
pr_001024597,0.518059, 0.000012
pr_001879776,0.518059, 0.000028
pr_001133101,0.518059, 0.000168
us_000479505,0.518059, 0.023417
us_000594943,0.518059, 1.092002
us_000580787,0.518059, 1.263221
us_000467707,0.518059, 1.265091
us_000537890,0.518059, 1.269817
us_000495101,0.518059, 1.273930
us_000127180,0.518059, 1.280527
us_000522991,0.518059, 1.283429
us_000486075,0.518059, 1.285481
us_000563160,0.518059, 1.304090
us_000568951,0.518059, 1.311048
us_000615317,0.518059, 1.333672
us_000530454,0.518059, 1.346855
us_000471736,0.518059, 1.350779
us_000465724,0.518059, 1.353044
us_000568299,0.518059, 1.353368
us_000523040,0.518059, 1.363145
us_000491490,0.518059, 1.376500
us_000593583,0.518059, 1.382784
us_000598031,0.518059, 1.401765
us_000593616,0.518059, 1.411876
us_000576626,0.518059, 1.420908
us_000503474,0.518059, 1.443499
us_000576422,0.518059, 1.458316
us_000497984,0.518059, 1.465456
us_000474042,0.518059, 1.472914
us_000568015,0.518059, 1.473473
us_000518791,0.518059, 1.514001
us_000192235,0.518059, 1.519357
us_000536303,0.518059, 1.522268
us_000477007,0.518059, 1.640487
pr_001057258,0.500083, 0.000000
pr_001962014,0.500083, 0.000000
pr_000586640,0.500083, 0.000000
pr_000319868,0.500083, 0.000001
pr_000203078,0.500083, 0.000001
pr_000901382,0.500083, 0.000002
pr_000745675,0.500083, 0.000004
pr_000740439,0.500083, 0.000004
pr_002054732,0.500083, 0.000005
pr_000359611,0.500083, 0.000016
pr_000419663,0.500083, 0.000085
us_000511686,0.500083, 0.002134
us_000502205,0.500083, 0.110598
us_000544134,0.500083, 0.127292
us_000523786,0.500083, 0.178006
us_000515202,0.500083, 0.235710
us_000488660,0.500083, 0.284471
us_000563360,0.500083, 0.305740
us_000582502,0.500083, 0.310601
us_000479434,0.500083, 0.314861
us_000567055,0.500083, 0.318909
us_000590518,0.500083, 0.323639
us_000598050,0.500083, 0.324874
us_000563952,0.500083, 0.328948
us_000529779,0.500083, 0.330807
us_000502500,0.500083, 0.332692
us_000460938,0.500083, 0.333695
us_000571784,0.500083, 0.334242
us_000593572,0.500083, 0.335476
us_000481475,0.500083, 0.337174
us_000483317,0.500083, 0.340334
us_000572816,0.500083, 0.342836
us_000466169,0.500083, 0.342858
us_000580362,0.500083, 0.346019
us_000573215,0.500083, 0.346034
us_000079035,0.500083, 0.348469
us_000464529,0.500083, 0.348469
us_000462784,0.500083, 0.350358
us_000520160,0.500083, 0.351099
us_000481474,0.500083, 0.351192
us_000596632,0.500083, 0.356209
us_000572326,0.500083, 0.360528
us_000598585,0.500083, 0.361771
us_000572783,0.500083, 0.362071
us_000535269,0.500083, 0.362234
us_000541076,0.500083, 0.362421
us_000555746,0.500083, 0.362939
us_000573566,0.500083, 0.365609
us_000511401,0.500083, 0.366891
us_000485278,0.500083, 0.367800
us_000595432,0.500083, 0.368486
us_000557211,0.500083, 0.368985
us_000483788,0.500083, 0.369639
us_000477567,0.500083, 0.369762
us_000072062,0.500083, 0.370411
us_000477683,0.500083, 0.370504
us_000558699,0.500083, 0.371985
us_000533252,0.500083, 0.372197
us_000512476,0.500083, 0.372840
us_000484591,0.500083, 0.373149
us_000501631,0.500083, 0.373266
us_000597902,0.500083, 0.373831
us_000565726,0.500083, 0.374681
us_000586900,0.500083, 0.375980
us_000591128,0.500083, 0.375980
us_000588110,0.500083, 0.376174
us_000594030,0.500083, 0.376496
us_000480469,0.500083, 0.376674
us_000538516,0.500083, 0.377588
us_000558224,0.500083, 0.377915
us_000528976,0.500083, 0.378208
us_000580647,0.500083, 0.378330
us_000593247,0.500083, 0.378748
us_000535083,0.500083, 0.379534
us_000011334,0.500083, 0.379815
us_000475798,0.500083, 0.380242
us_000587729,0.500083, 0.380479
us_000599515,0.500083, 0.380580
us_000568894,0.500083, 0.381101
us_000232443,0.500083, 0.381649
us_000596509,0.500083, 0.381684
us_000555096,0.500083, 0.382071
us_000598619,0.500083, 0.382230
us_000472377,0.500083, 0.382230
us_000597598,0.500083, 0.382743
us_000572396,0.500083, 0.382743
us_000580258,0.500083, 0.382743
us_000571152,0.500083, 0.382743
us_000483897,0.500083, 0.382743
us_000596728,0.500083, 0.382743
us_000574384,0.500083, 0.382743
us_000484594,0.500083, 0.382743
us_000588884,0.500083, 0.382743
us_000346937,0.500083, 0.382887
us_000597479,0.500083, 0.384275
us_000501074,0.500083, 0.384316
us_000585078,0.500083, 0.384528
us_000574472,0.500083, 0.385925
us_000484627,0.500083, 0.386091
us_000574724,0.500083, 0.386148
us_000580698,0.500083, 0.386288
us_000482153,0.500083, 0.387640
us_000463540,0.500083, 0.388026
us_000476614,0.500083, 0.388026
us_000203160,0.500083, 0.388026
us_000462525,0.500083, 0.390103
us_000347614,0.500083, 0.390103
us_000130170,0.500083, 0.390103
us_000504312,0.500083, 0.390368
us_000459423,0.500083, 0.390541
us_000580144,0.500083, 0.390545
us_000578497,0.500083, 0.390634
us_000512845,0.500083, 0.390952
us_000517351,0.500083, 0.391800
us_000573801,0.500083, 0.393885
us_000563369,0.500083, 0.394212
us_000504353,0.500083, 0.394448
us_000540241,0.500083, 0.394609
us_000567250,0.500083, 0.394674
us_000539913,0.500083, 0.394732
us_000481719,0.500083, 0.394855
us_000594284,0.500083, 0.395463
us_000592311,0.500083, 0.396270
us_000478924,0.500083, 0.396361
us_000550357,0.500083, 0.396560
us_000574514,0.500083, 0.396717
us_000598709,0.500083, 0.397203
us_000543317,0.500083, 0.398314
us_000485031,0.500083, 0.398571
us_000583314,0.500083, 0.400472
us_000518479,0.500083, 0.401067
us_000491731,0.500083, 0.401190
us_000299390,0.500083, 0.401190
us_000483056,0.500083, 0.401389
us_000568354,0.500083, 0.401389
us_000561559,0.500083, 0.401389
us_000592304,0.500083, 0.402265
us_000581767,0.500083, 0.403001
us_000481659,0.500083, 0.403746
us_000567097,0.500083, 0.405422
us_000566989,0.500083, 0.405895
us_000594882,0.500083, 0.411382
us_000595428,0.500083, 0.412567
us_000060477,0.500083, 0.414610
us_000476389,0.500083, 0.414700
us_000482264,0.500083, 0.415495
us_000466073,0.500083, 0.417209
pr_000576510,0.500083, 0.418458
us_000598695,0.500083, 0.426283
us_000605000,0.500083, 0.430113
us_000493203,0.500083, 0.431542
us_000545926,0.500083, 0.436118
us_000552374,0.500083, 0.452169
us_000479748,0.500083, 0.459368
us_000533147,0.500083, 0.460030
us_000472046,0.500083, 0.461505
us_000440311,0.500083, 0.461639
us_000549147,0.500083, 0.462042
us_000534144,0.500083, 0.462042
us_000544814,0.500083, 0.462286
us_000523751,0.500083, 0.463075
us_000548892,0.500083, 0.463101
us_000563808,0.500083, 0.463101
us_000125930,0.500083, 0.463290
us_000512844,0.500083, 0.463428
us_000476796,0.500083, 0.463705
us_000471966,0.500083, 0.463797
us_000484637,0.500083, 0.463817
us_000517601,0.500083, 0.463817
us_000555677,0.500083, 0.463817
us_000524627,0.500083, 0.463817
us_000555680,0.500083, 0.463817
us_000501624,0.500083, 0.463817
us_000560710,0.500083, 0.463817
us_000553255,0.500083, 0.463817
us_000508795,0.500083, 0.464195
us_000587347,0.500083, 0.464509
us_000484218,0.500083, 0.464987
us_000504680,0.500083, 0.466227
us_000540079,0.500083, 0.466321
us_000499100,0.500083, 0.466468
us_000464459,0.500083, 0.468104
us_000470523,0.500083, 0.470573
us_000558431,0.500083, 0.471024
us_000522620,0.500083, 0.471108
us_000502167,0.500083, 0.471289
us_000458800,0.500083, 0.471289
us_000502732,0.500083, 0.471289
us_000502188,0.500083, 0.471289
us_000484789,0.500083, 0.471432
us_000502764,0.500083, 0.472148
us_000483735,0.500083, 0.472324
us_000614238,0.500083, 0.473215
us_000506973,0.500083, 0.473257
us_000557078,0.500083, 0.473654
us_000533938,0.500083, 0.474089
us_000480049,0.500083, 0.475181
us_000534657,0.500083, 0.475249
us_000540452,0.500083, 0.475249
us_000540460,0.500083, 0.475249
us_000534638,0.500083, 0.475249
us_000540450,0.500083, 0.475249
us_000533266,0.500083, 0.477065
us_000550292,0.500083, 0.477286
us_000522085,0.500083, 0.477286
us_000575405,0.500083, 0.477286
us_000539914,0.500083, 0.477286
us_000533351,0.500083, 0.477286
us_000560166,0.500083, 0.477286
us_000480506,0.500083, 0.477286
us_000555136,0.500083, 0.477286
us_000568194,0.500083, 0.477978
us_000534081,0.500083, 0.479360
us_000551845,0.500083, 0.479360
us_000485088,0.500083, 0.479360
us_000484179,0.500083, 0.479360
us_000483412,0.500083, 0.479360
us_000481492,0.500083, 0.479360
us_000484494,0.500083, 0.479360
us_000560868,0.500083, 0.479360
us_000518634,0.500083, 0.479360
us_000564373,0.500083, 0.480313
us_000472012,0.500083, 0.480945
us_000535742,0.500083, 0.480965
us_000495644,0.500083, 0.481219
us_000501113,0.500083, 0.481273
us_000479088,0.500083, 0.481362
us_000523782,0.500083, 0.481470
us_000549450,0.500083, 0.481472
us_000554167,0.500083, 0.481472
us_000504487,0.500083, 0.481472
us_000480340,0.500083, 0.481472
us_000481611,0.500083, 0.481472
us_000481625,0.500083, 0.481472
us_000523785,0.500083, 0.481472
us_000556561,0.500083, 0.481472
us_000549960,0.500083, 0.481472
us_000517576,0.500083, 0.481472
us_000504419,0.500083, 0.481472
us_000483013,0.500083, 0.481472
us_000523783,0.500083, 0.481472
us_000540971,0.500083, 0.482480
us_000550183,0.500083, 0.482552
us_000550350,0.500083, 0.482576
us_000586912,0.500083, 0.482692
us_000481705,0.500083, 0.482701
us_000483058,0.500083, 0.482853
us_000567078,0.500083, 0.482853
us_000478033,0.500083, 0.482905
us_000534180,0.500083, 0.482920
us_000504025,0.500083, 0.482989
us_000539902,0.500083, 0.483021
us_000523691,0.500083, 0.483028
us_000523035,0.500083, 0.483082
us_000481200,0.500083, 0.483101
us_000432693,0.500083, 0.483108
us_000568220,0.500083, 0.483114
us_000523039,0.500083, 0.483182
us_000476675,0.500083, 0.483218
us_000473515,0.500083, 0.483314
us_000518405,0.500083, 0.483363
us_000540613,0.500083, 0.483368
us_000472125,0.500083, 0.483498
us_000485016,0.500083, 0.483498
us_000504965,0.500083, 0.483621
us_000484596,0.500083, 0.483621
us_000559646,0.500083, 0.483621
us_000555681,0.500083, 0.483621
us_000553613,0.500083, 0.483621
us_000557043,0.500083, 0.483621
us_000478761,0.500083, 0.483621
us_000502087,0.500083, 0.483621
us_000523787,0.500083, 0.483621
us_000576898,0.500083, 0.483621
us_000481263,0.500083, 0.483621
us_000517535,0.500083, 0.483621
us_000517024,0.500083, 0.483621
us_000523789,0.500083, 0.483621
us_000520514,0.500083, 0.483621
us_000540685,0.500083, 0.483621
us_000518420,0.500083, 0.483621
us_000553426,0.500083, 0.483621
us_000558773,0.500083, 0.483621
us_000538851,0.500083, 0.483621
us_000535982,0.500083, 0.483621
us_000501704,0.500083, 0.483621
us_000569070,0.500083, 0.483621
us_000558295,0.500083, 0.483621
us_000556912,0.500083, 0.483621
us_000517545,0.500083, 0.483621
us_000523822,0.500083, 0.483621
us_000535682,0.500083, 0.483621
us_000555702,0.500083, 0.483621
us_000518716,0.500083, 0.483621
us_000567988,0.500083, 0.483621
us_000555724,0.500083, 0.483621
us_000537032,0.500083, 0.483621
us_000537046,0.500083, 0.483621
us_000483818,0.500083, 0.483621
us_000569850,0.500083, 0.483621
us_000484862,0.500083, 0.483621
us_000548834,0.500083, 0.483621
us_000517693,0.500083, 0.483621
us_000539639,0.500083, 0.483621
us_000484438,0.500083, 0.483621
us_000521669,0.500083, 0.483621
us_000483776,0.500083, 0.483621
us_000568937,0.500083, 0.483621
us_000532918,0.500083, 0.483621
us_000556853,0.500083, 0.483621
us_000554060,0.500083, 0.483621
us_000501660,0.500083, 0.483621
us_000482442,0.500083, 0.483621
us_000568868,0.500083, 0.483621
us_000479807,0.500083, 0.483621
us_000560704,0.500083, 0.483621
us_000537033,0.500083, 0.483621
us_000509123,0.500083, 0.483621
us_000523790,0.500083, 0.483621
us_000502446,0.500083, 0.483621
us_000479109,0.500083, 0.483806
us_000247852,0.500083, 0.483941
us_000520950,0.500083, 0.483945
us_000492778,0.500083, 0.484103
us_000550037,0.500083, 0.484526
us_000553277,0.500083, 0.484660
us_000549271,0.500083, 0.484664
us_000481673,0.500083, 0.484857
us_000345409,0.500083, 0.485129
us_000529932,0.500083, 0.485602
us_000478031,0.500083, 0.485623
us_000523788,0.500083, 0.485943
us_000485332,0.500083, 0.486668
us_000523799,0.500083, 0.487142
us_000482972,0.500083, 0.488149
us_000576697,0.500083, 0.488418
us_000526873,0.500083, 0.488821
us_000521384,0.500083, 0.489009
us_000576731,0.500083, 0.489842
us_000483498,0.500083, 0.490121
us_000474503,0.500083, 0.492944
us_000560747,0.500083, 0.495065
us_000175444,0.500083, 0.495318
us_000571215,0.500083, 0.495493
us_000558822,0.500083, 0.496724
us_000468355,0.500083, 0.496900
us_000484386,0.500083, 0.497497
us_000559386,0.500083, 0.502258
us_000578342,0.500083, 0.503464
us_000559774,0.500083, 0.503736
us_000527631,0.500083, 0.503916
us_000487452,0.500083, 0.511504
us_000499332,0.500083, 0.515548
us_000533259,0.500083, 0.518640
us_000506659,0.500083, 0.521039
us_000515250,0.500083, 0.528188
us_000508229,0.500083, 0.528470
us_000489682,0.500083, 0.535483
us_000478464,0.500083, 0.547708
us_000529950,0.500083, 0.548084
us_000517596,0.500083, 0.549054
us_000561591,0.500083, 0.550420
us_000234947,0.500083, 0.552819
us_000485110,0.500083, 0.558078
us_000527354,0.500083, 0.559996
us_000583824,0.500083, 0.566991
us_000485054,0.500083, 0.585245
us_000587398,0.500083, 0.592144
us_000503975,0.500083, 0.600023
us_000524128,0.500083, 0.631697
us_000593609,0.500083, 0.667154
us_000479245,0.500083, 0.669969
us_000465311,0.500083, 0.709315
us_000500506,0.500083, 0.722582
us_000547227,0.500083, 0.729426
us_000518230,0.500083, 0.734421
us_000474954,0.500083, 0.774760
us_000178192,0.500083, 0.830666
us_000474781,0.500083, 0.859429
us_000479711,0.500083, 0.962000
us_000502823,0.500083, 1.024826
us_000496744,0.500083, 1.707315
us_000519182,0.215987, 0.000004
pr_002052258,0.215987, 0.000010
pr_000410567,0.215987, 0.000232
us_000500668,0.215987, 0.000990
us_000596158,0.215987, 0.013424
us_000501734,0.215987, 0.031248
us_000478295,0.215987, 1.550014
us_000480110,0.215987, 2.020654
us_000507274,0.215987, 2.049726
us_000520316,0.215987, 2.093015
us_000477816,0.215987, 2.125984
us_000461865,0.022939, 0.000000
us_000580241,0.022939, 0.000000
us_000559086,0.022939, 0.000000
us_000468182,0.022939, 0.000000
us_000472096,0.022939, 0.000000
us_000605380,0.022939, 0.000000
us_000481663,0.022939, 0.000000
us_000471967,0.022939, 0.000000
us_000069750,0.022939, 0.000000
us_000459935,0.022939, 0.000000
pr_000651169,0.022939, 0.000000
us_000519721,0.022939, 0.000001
us_000531176,0.022939, 0.000001
us_000531126,0.022939, 0.000001
us_000531125,0.022939, 0.000001
us_000513159,0.022939, 0.000020
us_000509682,0.022939, 0.000102
us_000554773,0.022939, 0.000133
us_000519615,0.022939, 0.001328
us_000488462,0.022939, 0.001576
us_000490798,0.022939, 0.003736
us_000485011,0.022939, 0.005610
us_000591492,0.022939, 0.005711
us_000582818,0.022939, 0.005711
us_000583205,0.022939, 0.005711
us_000615574,0.022939, 0.007046
us_000482017,0.022939, 0.012281
us_000501888,0.022939, 0.022766
us_000584805,0.022939, 0.047180
us_000599421,0.022939, 0.074897
